19 19.7336
25 19.616
24 19.7728
3 20.204
6 20.4196
26 19.4494
27 20.1354
31 19.5572
34 19.4298
43 19.7532
20 21.576
40 19.5964
1 19.9884
25 19.4494
23 20.2432
18 19.2534
27 20.0276
32 19.1162
22 19.6356
24 19.6356
26 19.3318
51 18.6066
52 18.3028
29 19.5964
12 17.803
26 19.175
31 19.2632
33 19.5768
23 19.9884
30 18.6556
25 19.1456
18 19.1456
34 18.8712
27 19.7434
31 19.028
6 19.9002
29 19.3612
10 19.3612
25 18.93
30 18.4596
10 19.273
26 18.8614
31 18.9496
32 18.734
21 19.5964
29 19.1848
16 17.2444
26 18.783
24 19.1554
19 19.1946
33 19.2044
34 18.7144
27 19.5964
11 18.6556
33 19.1652
8 19.1848
32 18.6458
21 19.469
19 19.1358
31 18.832
26 18.7242
27 19.518
31 18.783
26 18.6654
38 18.7732
16 17.117
19 19.0966
26 18.6164
36 18.9496
1 19.3024
29 19.028
19 19.0672
34 18.5576
21 19.371
40 18.881
33 19.0378
27 19.4592
29 18.9692
3 19.4396
18 18.9594
29 18.9496
8 19.0084
31 18.6752
27 19.4396
25 18.6066
19 19.0182
38 18.6948
19 19.0084
23 19.4788
27 19.4102
33 18.9986
25 18.587
3 19.4102
31 18.6556
30 18.1068
34 18.4694
9 19.0672
8 18.9398
3 19.4102
35 19.2632
34 18.4302
10 18.9888
11 18.5674
54 15.99
53 16.1566
7 19.4298
4 19.8806
27 19.3612
26 18.4988
31 18.636
29 18.93
19 18.9888
18 18.9398
52 17.6168
54 15.9704
12 17.1856
29 18.9104
16 17.0288
4 19.8512
3 19.4004
14 17.852
37 19.4396
27 19.3612
7 19.42
26 18.4694
25 18.5576
10 18.9398
18 18.93
9 19.0672
23 19.4494
11 18.5674
31 18.6262
29 18.9104
1 19.1652
34 18.3812
10 18.9006
3 19.371
11 18.5772
33 18.979
31 18.6066
4 19.8316
35 19.2632
27 19.3612
7 19.4298
33 18.979
25 18.538
11 18.5576
44 17.7246
24 18.8418
38 18.6066
46 18.391
20 20.4392
54 15.9312
4 19.812
48 18.0186
40 18.7536
53 16.0978
26 18.44
35 19.2436
22 18.7732
21 19.175
31 18.587
7 19.42
37 19.4102
29 18.9006
47 18.1264
45 18.3518
1 19.175
16 16.9896
9 19.0084
41 18.5576
3 19.3612
47 18.1264
31 18.5674
54 15.9312
20 20.4
10 18.9496
46 18.3812
11 18.5674
7 19.42
29 18.8908
40 18.734
27 19.3318
48 18.0186
38 18.5968
33 18.979
51 17.8422
52 17.5972
44 17.6952
22 18.7536
15 17.95
21 19.1652
11 18.5478
50 16.676
42 17.852
40 18.7144
46 18.3616
39 19.0672
20 20.4098
54 15.9116
3 19.3612
33 18.9888
34 18.342
48 18.0186
7 19.4102
47 18.1068
9 19.0084
45 18.2832
8 18.8712
52 17.5874
14 17.8324
41 18.538
4 19.7924
25 18.4988
43 18.8516
29 18.8908
31 18.5478
24 18.8124
22 18.7536
30 18.048
54 15.9116
45 18.2636
31 18.538
38 18.5478
7 19.42
37 19.3808
52 17.5776
8 18.8516
9 19.0084
27 19.273
12 17.117
32 18.4498
42 17.852
3 19.3612
41 18.5576
47 18.0872
51 17.8128
29 18.8712
35 19.2436
48 18.0186
40 18.7144
2 19.567
4 19.7924
46 18.342
25 18.4792
26 18.391
43 18.8712
52 17.5874
1 19.1456
42 17.8422
30 18.0284
46 18.342
4 19.7826
37 19.3612
45 18.2538
